0,1,2,3,4,5,6,7,8,9,10
frozen meals,whole milk,,,,,,,,,
onions,root vegetables,domestic eggs,chocolate,,,,,,,
canned beer,other vegetables,,,,,,,,,
hygiene articles,white bread,,,,,,,,,
hamburger meat,other vegetables,,,,,,,,,
flower soil/fertilizer,rolls/buns,yogurt,ice cream,whipped/sour cream,,,,,,
brown bread,whole milk,frozen vegetables,frozen meals,,,,,,,
bottled beer,whole milk,,,,,,,,,
pastry,shopping bags,,,,,,,,,
yogurt,jam,,,,,,,,,
ice cream,pastry,,,,,,,,,
frozen meals,sugar,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
pip fruit,whipped/sour cream,,,,,,,,,
chicken,fruit/vegetable juice,,,,,,,,,
other vegetables,berries,organic products,,,,,,,,
berries,UHT-milk,newspapers,,,,,,,,
soda,rolls/buns,shopping bags,,,,,,,,
ham,brown bread,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
domestic eggs,specialty cheese,,,,,,,,,
bottled water,salty snack,brown bread,,,,,,,,
yogurt,soft cheese,herbs,rolls/buns,,,,,,,
soda,bottled water,house keeping products,,,,,,,,
whole milk,butter,,,,,,,,,
pet care,photo/film,,,,,,,,,
whole milk,whole milk,,,,,,,,,
butter milk,bottled water,shopping bags,,,,,,,,
whole milk,UHT-milk,,,,,,,,,
chicken,bottled water,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
meat,whole milk,whole milk,yogurt,,,,,,,
chocolate,frozen meals,,,,,,,,,
pasta,hamburger meat,frozen meals,domestic eggs,,,,,,,
female sanitary products,cleaner,coffee,sauces,,,,,,,
beef,dog food,yogurt,,,,,,,,
bottled water,salty snack,,,,,,,,,
soda,root vegetables,,,,,,,,,
citrus fruit,frozen vegetables,,,,,,,,,
chicken,whole milk,,,,,,,,,
whipped/sour cream,domestic eggs,,,,,,,,,
bottled beer,curd,kitchen towels,,,,,,,,
soda,sweet spreads,bottled beer,frozen meals,pasta,,,,,,
onions,other vegetables,,,,,,,,,
whole milk,misc. beverages,pot plants,,,,,,,,
hamburger meat,chicken,,,,,,,,,
coffee,soda,frozen vegetables,,,,,,,,
berries,other vegetables,sausage,pip fruit,rolls/buns,brown bread,sauces,,,,
yogurt,brown bread,,,,,,,,,
whole milk,candy,,,,,,,,,
soda,salt,sauces,curd,sugar,margarine,,,,,
ice cream,citrus fruit,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
shopping bags,curd,,,,,,,,,
dessert,whole milk,,,,,,,,,
tropical fruit,tropical fruit,dessert,sweet spreads,,,,,,,
whole milk,waffles,soft cheese,domestic eggs,dish cleaner,bathroom cleaner,,,,,
rolls/buns,brandy,,,,,,,,,
other vegetables,sausage,white bread,soda,,,,,,,
citrus fruit,yogurt,,,,,,,,,
bottled water,whole milk,,,,,,,,,
whole milk,misc. beverages,,,,,,,,,
flour,brown bread,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
beverages,chocolate,,,,,,,,,
chicken,margarine,,,,,,,,,
whole milk,canned beer,,,,,,,,,
berries,other vegetables,,,,,,,,,
male cosmetics,baking powder,,,,,,,,,
citrus fruit,curd,margarine,,,,,,,,
ham,chicken,,,,,,,,,
meat,yogurt,soda,red/blush wine,,,,,,,
whipped/sour cream,pastry,napkins,,,,,,,,
frozen potato products,chocolate marshmallow,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
sausage,sausage,frankfurter,sausage,whole milk,other vegetables,hygiene articles,shopping bags,shopping bags,,
sausage,pip fruit,,,,,,,,,
pip fruit,cling film/bags,,,,,,,,,
oil,shopping bags,,,,,,,,,
pip fruit,pet care,bottled water,,,,,,,,
pastry,waffles,other vegetables,whole milk,dental care,house keeping products,frozen vegetables,,,,
packaged fruit/vegetables,semi-finished bread,,,,,,,,,
pip fruit,skin care,,,,,,,,,
beef,soda,,,,,,,,,
oil,citrus fruit,,,,,,,,,
root vegetables,tropical fruit,,,,,,,,,
frozen fish,ketchup,,,,,,,,,
frozen potato products,bottled beer,,,,,,,,,
canned beer,cream cheese ,,,,,,,,,
pet care,photo/film,,,,,,,,,
pastry,pork,,,,,,,,,
coffee,yogurt,,,,,,,,,
whole milk,shopping bags,,,,,,,,,
other vegetables,butter,,,,,,,,,
canned beer,rolls/buns,,,,,,,,,
citrus fruit,sweet spreads,,,,,,,,,
root vegetables,whipped/sour cream,root vegetables,canned beer,,,,,,,
whole milk,pork,whole milk,whole milk,,,,,,,
finished products,whole milk,,,,,,,,,
pet care,long life bakery product,,,,,,,,,
newspapers,coffee,,,,,,,,,
tropical fruit,pastry,cream cheese ,,,,,,,,
sausage,sugar,,,,,,,,,
sausage,pastry,shopping bags,,,,,,,,
frozen meals,other vegetables,,,,,,,,,
citrus fruit,butter,rolls/buns,,,,,,,,
beef,chicken,newspapers,organic products,chocolate,,,,,,
turkey,kitchen towels,,,,,,,,,
sausage,soda,,,,,,,,,
fruit/vegetable juice,sausage,whole milk,pip fruit,,,,,,,
frankfurter,sliced cheese,,,,,,,,,
bottled water,sliced cheese,,,,,,,,,
tropical fruit,soda,,,,,,,,,
pot plants,spread cheese,butter milk,,,,,,,,
salty snack,chocolate marshmallow,,,,,,,,,
shopping bags,shopping bags,,,,,,,,,
canned beer,rolls/buns,,,,,,,,,
rolls/buns,berries,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
pork,salty snack,,,,,,,,,
citrus fruit,specialty bar,,,,,,,,,
liver loaf,specialty chocolate,,,,,,,,,
berries,ice cream,,,,,,,,,
citrus fruit,soda,,,,,,,,,
salty snack,frozen vegetables,,,,,,,,,
citrus fruit,yogurt,UHT-milk,,,,,,,,
shopping bags,citrus fruit,whole milk,sliced cheese,,,,,,,
rolls/buns,candy,white bread,,,,,,,,
pork,rolls/buns,roll products ,,,,,,,,
frozen meals,sausage,canned beer,brown bread,frozen vegetables,chocolate,,,,,
tropical fruit,whole milk,margarine,bottled beer,,,,,,,
tropical fruit,brown bread,whole milk,,,,,,,,
frozen vegetables,dessert,,,,,,,,,
tropical fruit,whole milk,liquor,,,,,,,,
fruit/vegetable juice,soda,,,,,,,,,
turkey,shopping bags,,,,,,,,,
berries,baking powder,,,,,,,,,
frankfurter,yogurt,,,,,,,,,
white bread,frozen vegetables,,,,,,,,,
tropical fruit,hygiene articles,candles,,,,,,,,
citrus fruit,onions,,,,,,,,,
pip fruit,whole milk,,,,,,,,,
canned beer,whole milk,rolls/buns,,,,,,,,
other vegetables,sliced cheese,,,,,,,,,
beef,potato products,,,,,,,,,
tropical fruit,pip fruit,,,,,,,,,
pip fruit,brown bread,,,,,,,,,
other vegetables,specialty bar,,,,,,,,,
sausage,yogurt,candles,,,,,,,,
coffee,bottled beer,shopping bags,,,,,,,,
other vegetables,chicken,,,,,,,,,
pastry,soda,detergent,,,,,,,,
ham,butter milk,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
pip fruit,pastry,,,,,,,,,
newspapers,sausage,,,,,,,,,
bottled beer,whole milk,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
chewing gum,UHT-milk,,,,,,,,,
chicken,soda,,,,,,,,,
whole milk,whole milk,,,,,,,,,
chicken,roll products ,,,,,,,,,
meat,citrus fruit,,,,,,,,,
packaged fruit/vegetables,house keeping products,,,,,,,,,
canned beer,whole milk,other vegetables,,,,,,,,
candy,margarine,butter,,,,,,,,
tropical fruit,house keeping products,,,,,,,,,
yogurt,bottled beer,,,,,,,,,
other vegetables,berries,candy,sliced cheese,,,,,,,
rolls/buns,flour,,,,,,,,,
tropical fruit,coffee,,,,,,,,,
other vegetables,chicken,,,,,,,,,
white bread,chocolate marshmallow,,,,,,,,,
pork,bottled beer,beef,other vegetables,chocolate,snack products,other vegetables,frozen vegetables,,,
frozen meals,margarine,semi-finished bread,,,,,,,,
sausage,rolls/buns,pickled vegetables,,,,,,,,
sausage,UHT-milk,female sanitary products,rolls/buns,,,,,,,
salt,napkins,,,,,,,,,
pip fruit,root vegetables,frozen meals,hamburger meat,sugar,soda,spread cheese,,,,
frankfurter,citrus fruit,other vegetables,condensed milk,,,,,,,
onions,whipped/sour cream,,,,,,,,,
turkey,root vegetables,,,,,,,,,
sausage,pasta,,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
cream cheese ,whole milk,,,,,,,,,
other vegetables,semi-finished bread,,,,,,,,,
sausage,root vegetables,,,,,,,,,
beverages,jam,,,,,,,,,
whole milk,soda,tea,,,,,,,,
root vegetables,domestic eggs,,,,,,,,,
pork,tropical fruit,whole milk,chewing gum,,,,,,,
chocolate,citrus fruit,yogurt,,,,,,,,
finished products,other vegetables,,,,,,,,,
meat,root vegetables,,,,,,,,,
pip fruit,onions,,,,,,,,,
softener,salty snack,,,,,,,,,
bottled beer,rolls/buns,,,,,,,,,
whole milk,butter milk,domestic eggs,,,,,,,,
pork,soda,,,,,,,,,
tropical fruit,cat food,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
rolls/buns,napkins,ice cream,nut snack,,,,,,,
soda,whole milk,frozen fish,canned beer,ready soups,chocolate,,,,,
tropical fruit,waffles,bottled beer,,,,,,,,
ham,canned beer,,,,,,,,,
coffee,baking powder,,,,,,,,,
chicken,frankfurter,other vegetables,domestic eggs,,,,,,,
canned beer,whipped/sour cream,,,,,,,,,
bottled beer,sliced cheese,,,,,,,,,
pastry,rolls/buns,,,,,,,,,
long life bakery product,soap,,,,,,,,,
hamburger meat,margarine,,,,,,,,,
popcorn,long life bakery product,,,,,,,,,
ham,dessert,yogurt,,,,,,,,
tropical fruit,sugar,,,,,,,,,
frozen meals,whole milk,,,,,,,,,
rolls/buns,sausage,whole milk,pastry,yogurt,dessert,curd,yogurt,,,
pip fruit,whole milk,,,,,,,,,
sausage,tropical fruit,misc. beverages,root vegetables,,,,,,,
rolls/buns,butter,,,,,,,,,
frankfurter,dog food,,,,,,,,,
chicken,waffles,,,,,,,,,
pip fruit,pip fruit,sliced cheese,dishes,,,,,,,
frankfurter,ketchup,,,,,,,,,
detergent,misc. beverages,,,,,,,,,
sausage,pip fruit,hard cheese,frozen vegetables,,,,,,,
soda,UHT-milk,,,,,,,,,
pork,beverages,frozen fish,,,,,,,,
frozen vegetables,bottled beer,soda,rolls/buns,,,,,,,
other vegetables,yogurt,,,,,,,,,
tropical fruit,shopping bags,,,,,,,,,
cream cheese ,popcorn,frozen fish,,,,,,,,
citrus fruit,bottled water,,,,,,,,,
frozen meals,bottled beer,,,,,,,,,
specialty bar,soda,frozen vegetables,frozen vegetables,,,,,,,
root vegetables,frozen vegetables,,,,,,,,,
fruit/vegetable juice,butter,rolls/buns,,,,,,,,
hamburger meat,bottled beer,,,,,,,,,
frankfurter,margarine,,,,,,,,,
condensed milk,fruit/vegetable juice,white wine,specialty fat,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
canned beer,UHT-milk,,,,,,,,,
beef,whole milk,,,,,,,,,
beverages,soda,,,,,,,,,
beef,frozen dessert,,,,,,,,,
Instant food products,white bread,semi-finished bread,,,,,,,,
beef,other vegetables,,,,,,,,,
misc. beverages,processed cheese,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
newspapers,yogurt,,,,,,,,,
yogurt,shopping bags,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
herbs,soft cheese,,,,,,,,,
rolls/buns,pastry,,,,,,,,,
whole milk,coffee,chewing gum,,,,,,,,
curd,butter,,,,,,,,,
bottled beer,flower (seeds),,,,,,,,,
brown bread,soda,butter,shopping bags,,,,,,,
meat,pot plants,canned vegetables,,,,,,,,
frankfurter,soda,,,,,,,,,
sausage,soda,,,,,,,,,
soda,other vegetables,cream cheese ,,,,,,,,
meat,onions,misc. beverages,,,,,,,,
pip fruit,whole milk,,,,,,,,,
soda,UHT-milk,pastry,domestic eggs,,,,,,,
domestic eggs,hamburger meat,shopping bags,,,,,,,,
pip fruit,white wine,white wine,,,,,,,,
pot plants,newspapers,brown bread,,,,,,,,
sausage,finished products,whole milk,yogurt,pastry,sliced cheese,onions,chewing gum,,,
bottled beer,canned fish,,,,,,,,,
beef,newspapers,,,,,,,,,
white wine,whole milk,,,,,,,,,
meat,whole milk,processed cheese,butter,,,,,,,
zwieback,rice,,,,,,,,,
seasonal products,whole milk,,,,,,,,,
sausage,yogurt,pastry,,,,,,,,
UHT-milk,bottled beer,domestic eggs,rolls/buns,,,,,,,
detergent,rolls/buns,yogurt,,,,,,,,
brown bread,rolls/buns,,,,,,,,,
berries,whole milk,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
red/blush wine,berries,,,,,,,,,
semi-finished bread,whole milk,mustard,,,,,,,,
rolls/buns,frozen vegetables,,,,,,,,,
rolls/buns,dishes,,,,,,,,,
pastry,beverages,,,,,,,,,
coffee,whole milk,,,,,,,,,
whipped/sour cream,whole milk,,,,,,,,,
canned beer,other vegetables,,,,,,,,,
beef,napkins,,,,,,,,,
onions,white wine,,,,,,,,,
meat,pip fruit,,,,,,,,,
bottled water,rolls/buns,,,,,,,,,
citrus fruit,specialty bar,Instant food products,jam,,,,,,,
brown bread,waffles,,,,,,,,,
whole milk,candles,,,,,,,,,
root vegetables,frozen fruits,waffles,,,,,,,,
brown bread,sugar,beef,citrus fruit,yogurt,,,,,,
pastry,whole milk,sausage,soda,soda,sliced cheese,domestic eggs,,,,
sausage,bottled beer,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
root vegetables,soda,hygiene articles,,,,,,,,
fruit/vegetable juice,soft cheese,,,,,,,,,
pip fruit,pet care,,,,,,,,,
waffles,whole milk,condensed milk,,,,,,,,
canned beer,newspapers,,,,,,,,,
specialty chocolate,pastry,,,,,,,,,
sausage,sparkling wine,,,,,,,,,
salty snack,butter,,,,,,,,,
frankfurter,chicken,rolls/buns,frankfurter,other vegetables,coffee,long life bakery product,domestic eggs,,,
rolls/buns,dessert,,,,,,,,,
beef,whole milk,,,,,,,,,
whole milk,beef,canned beer,,,,,,,,
bottled beer,pasta,,,,,,,,,
candles,canned fish,oil,,,,,,,,
hamburger meat,butter milk,,,,,,,,,
citrus fruit,citrus fruit,other vegetables,whole milk,,,,,,,
tropical fruit,whipped/sour cream,,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
soda,rolls/buns,soda,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
finished products,pastry,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
yogurt,bottled beer,rolls/buns,yogurt,sugar,,,,,,
beef,specialty bar,white bread,,,,,,,,
ice cream,specialty chocolate,,,,,,,,,
other vegetables,whole milk,soda,oil,pastry,fruit/vegetable juice,newspapers,,,,
newspapers,brown bread,,,,,,,,,
whole milk,bottled water,,,,,,,,,
canned beer,tropical fruit,bottled beer,,,,,,,,
spread cheese,chocolate marshmallow,,,,,,,,,
sauces,shopping bags,,,,,,,,,
pastry,onions,,,,,,,,,
liquor,whole milk,,,,,,,,,
other vegetables,other vegetables,canned fish,chewing gum,,,,,,,
oil,shopping bags,,,,,,,,,
beef,coffee,,,,,,,,,
whole milk,organic products,,,,,,,,,
tropical fruit,pickled vegetables,,,,,,,,,
root vegetables,ice cream,,,,,,,,,
tropical fruit,berries,,,,,,,,,
citrus fruit,specialty cheese,,,,,,,,,
soda,soda,,,,,,,,,
pet care,pork,,,,,,,,,
rolls/buns,soft cheese,,,,,,,,,
sausage,tropical fruit,,,,,,,,,
curd,bottled beer,,,,,,,,,
nuts/prunes,whole milk,,,,,,,,,
bottled water,yogurt,beef,berries,chocolate,butter,,,,,
white wine,beverages,,,,,,,,,
tropical fruit,red/blush wine,,,,,,,,,
dishes,rolls/buns,,,,,,,,,
tropical fruit,UHT-milk,,,,,,,,,
brown bread,tropical fruit,,,,,,,,,
sausage,dog food,,,,,,,,,
bottled beer,pastry,cream cheese ,,,,,,,,
herbs,curd,,,,,,,,,
sausage,curd,yogurt,,,,,,,,
soda,soups,,,,,,,,,
frankfurter,pastry,,,,,,,,,
beverages,waffles,specialty chocolate,,,,,,,,
citrus fruit,red/blush wine,,,,,,,,,
yogurt,other vegetables,whipped/sour cream,,,,,,,,
yogurt,whipped/sour cream,,,,,,,,,
soda,canned vegetables,,,,,,,,,
tropical fruit,grapes,sugar,,,,,,,,
condensed milk,other vegetables,softener,,,,,,,,
citrus fruit,canned beer,flour,,,,,,,,
whole milk,spread cheese,,,,,,,,,
beef,salty snack,,,,,,,,,
hamburger meat,yogurt,curd cheese,frozen meals,mustard,soda,white wine,butter,,,
canned beer,pip fruit,sugar,,,,,,,,
domestic eggs,shopping bags,,,,,,,,,
frankfurter,red/blush wine,other vegetables,,,,,,,,
pork,long life bakery product,,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
other vegetables,whole milk,pork,onions,,,,,,,
beef,chocolate,,,,,,,,,
ham,napkins,,,,,,,,,
other vegetables,popcorn,butter,,,,,,,,
pork,soda,,,,,,,,,
oil,chicken,,,,,,,,,
dessert,rolls/buns,,,,,,,,,
rolls/buns,domestic eggs,,,,,,,,,
herbs,root vegetables,,,,,,,,,
chicken,fruit/vegetable juice,,,,,,,,,
pork,brown bread,,,,,,,,,
bottled beer,root vegetables,pip fruit,other vegetables,dessert,rolls/buns,shopping bags,,,,
sausage,brown bread,,,,,,,,,
pork,finished products,ice cream,shopping bags,rolls/buns,,,,,,
pastry,shopping bags,,,,,,,,,
soda,tropical fruit,other vegetables,bottled water,,,,,,,
coffee,other vegetables,,,,,,,,,
domestic eggs,roll products ,oil,,,,,,,,
whole milk,hard cheese,,,,,,,,,
cake bar,flower soil/fertilizer,,,,,,,,,
soda,whole milk,,,,,,,,,
rolls/buns,pastry,,,,,,,,,
sausage,domestic eggs,,,,,,,,,
frankfurter,pip fruit,,,,,,,,,
turkey,yogurt,,,,,,,,,
beef,whipped/sour cream,,,,,,,,,
coffee,butter milk,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
canned beer,yogurt,,,,,,,,,
pip fruit,specialty chocolate,,,,,,,,,
pastry,canned beer,,,,,,,,,
shopping bags,pork,canned fish,whole milk,onions,bottled beer,canned beer,,,,
pork,fruit/vegetable juice,,,,,,,,,
UHT-milk,beverages,,,,,,,,,
pork,pastry,,,,,,,,,
bottled beer,other vegetables,,,,,,,,,
pip fruit,frankfurter,other vegetables,napkins,,,,,,,
other vegetables,yogurt,specialty bar,,,,,,,,
meat,sliced cheese,,,,,,,,,
other vegetables,soda,pickled vegetables,,,,,,,,
butter,dish cleaner,,,,,,,,,
other vegetables,fruit/vegetable juice,,,,,,,,,
white wine,rolls/buns,,,,,,,,,
sausage,butter,cream cheese ,,,,,,,,
UHT-milk,yogurt,pastry,UHT-milk,,,,,,,
yogurt,pip fruit,,,,,,,,,
fruit/vegetable juice,cream cheese ,,,,,,,,,
whole milk,tropical fruit,liquor (appetizer),soda,,,,,,,
canned beer,other vegetables,,,,,,,,,
pastry,photo/film,,,,,,,,,
yogurt,domestic eggs,yogurt,,,,,,,,
light bulbs,pastry,domestic eggs,,,,,,,,
soda,whole milk,,,,,,,,,
whole milk,cream cheese ,,,,,,,,,
grapes,honey,,,,,,,,,
whipped/sour cream,shopping bags,rolls/buns,,,,,,,,
white wine,sugar,,,,,,,,,
meat,chocolate,,,,,,,,,
beverages,specialty fat,,,,,,,,,
whole milk,grapes,pastry,yogurt,,,,,,,
newspapers,root vegetables,pastry,margarine,,,,,,,
beef,hard cheese,soft cheese,yogurt,,,,,,,
beef,beef,,,,,,,,,
yogurt,ham,other vegetables,soda,other vegetables,newspapers,nut snack,canned beer,,,
butter milk,zwieback,pot plants,,,,,,,,
whole milk,soda,,,,,,,,,
bottled beer,ice cream,,,,,,,,,
pip fruit,specialty chocolate,liquor,rolls/buns,,,,,,,
domestic eggs,beef,coffee,bottled beer,,,,,,,
sausage,candles,,,,,,,,,
kitchen utensil,bottled water,rolls/buns,pasta,bottled water,,,,,,
frankfurter,curd,,,,,,,,,
tropical fruit,sliced cheese,,,,,,,,,
rolls/buns,liquor (appetizer),,,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,
yogurt,sweet spreads,canned beer,pot plants,,,,,,,
beef,frankfurter,other vegetables,brown bread,,,,,,,
bottled water,chocolate,,,,,,,,,
newspapers,newspapers,,,,,,,,,
tropical fruit,cat food,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
whole milk,beef,root vegetables,newspapers,,,,,,,
white wine,misc. beverages,chewing gum,,,,,,,,
soda,whole milk,,,,,,,,,
soft cheese,rolls/buns,detergent,,,,,,,,
white bread,rolls/buns,,,,,,,,,
whole milk,pip fruit,,,,,,,,,
dog food,pastry,,,,,,,,,
hamburger meat,ice cream,,,,,,,,,
tropical fruit,white wine,oil,,,,,,,,
turkey,root vegetables,other vegetables,berries,salty snack,,,,,,
hamburger meat,other vegetables,frozen dessert,oil,,,,,,,
bottled beer,fruit/vegetable juice,whole milk,bottled beer,,,,,,,
newspapers,flour,,,,,,,,,
liquor,hard cheese,,,,,,,,,
frankfurter,pip fruit,,,,,,,,,
oil,curd,,,,,,,,,
yogurt,oil,,,,,,,,,
brown bread,frozen dessert,,,,,,,,,
ice cream,rolls/buns,,,,,,,,,
whole milk,baking powder,,,,,,,,,
UHT-milk,canned beer,,,,,,,,,
root vegetables,chewing gum,chocolate,bottled beer,,,,,,,
pip fruit,onions,yogurt,,,,,,,,
butter,male cosmetics,newspapers,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
canned beer,coffee,,,,,,,,,
curd,tropical fruit,,,,,,,,,
rolls/buns,margarine,whipped/sour cream,,,,,,,,
soda,sugar,,,,,,,,,
sausage,cream cheese ,,,,,,,,,
margarine,domestic eggs,,,,,,,,,
frankfurter,rolls/buns,jam,,,,,,,,
beef,napkins,,,,,,,,,
finished products,pip fruit,,,,,,,,,
whipped/sour cream,other vegetables,shopping bags,,,,,,,,
dishes,yogurt,,,,,,,,,
roll products ,dishes,,,,,,,,,
sausage,canned beer,,,,,,,,,
bottled water,frozen vegetables,,,,,,,,,
UHT-milk,UHT-milk,,,,,,,,,
pork,whole milk,waffles,whole milk,sugar,,,,,,
root vegetables,soda,,,,,,,,,
fruit/vegetable juice,cat food,,,,,,,,,
tropical fruit,domestic eggs,chocolate,,,,,,,,
berries,soda,fruit/vegetable juice,,,,,,,,
potato products,specialty bar,,,,,,,,,
newspapers,whole milk,,,,,,,,,
beef,tropical fruit,,,,,,,,,
chocolate marshmallow,yogurt,detergent,,,,,,,,
ice cream,UHT-milk,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
bottled water,dental care,,,,,,,,,
frozen vegetables,rice,,,,,,,,,
other vegetables,coffee,,,,,,,,,
seasonal products,flower (seeds),,,,,,,,,
chocolate marshmallow,specialty chocolate,,,,,,,,,
hamburger meat,sliced cheese,,,,,,,,,
ham,tropical fruit,popcorn,,,,,,,,
other vegetables,other vegetables,jam,,,,,,,,
tropical fruit,soda,,,,,,,,,
margarine,margarine,,,,,,,,,
root vegetables,margarine,,,,,,,,,
canned beer,whipped/sour cream,pastry,,,,,,,,
chicken,margarine,,,,,,,,,
other vegetables,frozen meals,rolls/buns,canned beer,white bread,,,,,,
ham,bottled water,,,,,,,,,
dental care,soda,,,,,,,,,
tropical fruit,citrus fruit,chocolate,,,,,,,,
rolls/buns,frozen vegetables,roll products ,,,,,,,,
chicken,domestic eggs,,,,,,,,,
whole milk,sweet spreads,pip fruit,bottled water,mustard,,,,,,
hard cheese,white wine,,,,,,,,,
yogurt,canned beer,,,,,,,,,
chicken,salty snack,,,,,,,,,
chicken,vinegar,,,,,,,,,
chicken,fruit/vegetable juice,,,,,,,,,
frozen meals,canned beer,,,,,,,,,
pip fruit,domestic eggs,,,,,,,,,
other vegetables,yogurt,bottled water,,,,,,,,
newspapers,yogurt,,,,,,,,,
other vegetables,semi-finished bread,other vegetables,rolls/buns,shopping bags,salty snack,,,,,
soda,misc. beverages,,,,,,,,,
cleaner,pip fruit,pastry,,,,,,,,
other vegetables,whole milk,,,,,,,,,
root vegetables,chicken,,,,,,,,,
sausage,other vegetables,,,,,,,,,
bottled beer,whipped/sour cream,,,,,,,,,
onions,grapes,yogurt,tropical fruit,whole milk,salty snack,root vegetables,frozen dessert,whipped/sour cream,,
sausage,hygiene articles,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
root vegetables,sausage,cream cheese ,curd,UHT-milk,,,,,,
whole milk,frozen fish,,,,,,,,,
canned beer,white bread,,,,,,,,,
whipped/sour cream,pastry,,,,,,,,,
whole milk,curd,rolls/buns,rolls/buns,,,,,,,
long life bakery product,root vegetables,other vegetables,,,,,,,,
sausage,yogurt,,,,,,,,,
shopping bags,curd,hard cheese,,,,,,,,
yogurt,beverages,brown bread,,,,,,,,
other vegetables,cake bar,,,,,,,,,
onions,whipped/sour cream,,,,,,,,,
fruit/vegetable juice,pastry,,,,,,,,,
